,producto
16287,"NIPLE GALV. 1/2"" X 1 1/2"""
16288,"NIPLE GALV. 1/2"" X 10"""
16289,"NIPLE GALV. 1/2"" X 12"""
16278,"NIPLE GALV. 1 1/2"" X R.C."
16315,"RED. BUSHING GALV. 1"" X 1/2"""
16317,"RED. BUSHING GALV. 2"" X 3/4"""
16318,"RED. BUSHING GALV. 3"" X 2"""
16346,"YEE GALV. 1/2"""
16347,"YEE GALV. 2"""
16348,"YEE GALV. 3/4"""
16349,"RED. HID. CEM. 1""  X 3/4"
16350,"RED. HID. CEM. 2"" X 1 1/2"""
16351,"RED. HID. CEM. 2"" X 1"""
16352,"TAPA HID. P/CEM. 1 1/2"""
16353,"TAPA HID. P/CEM. 2"""
16354,"TEE HID. P/CEM. 1 1/2"""
16344,"TUERCA UNION GALV. 3/4"""
16355,"TEE HID. P/CEM. 2"""
16357,CINTA TEFLON MUELLER 1/2
16358,MEZCLADORA NACOBRE LAVABO 4052AL
16359,"CAMPANA NIPLE 3/8"" X 1/2"""
16360,"CAMPANA NIPLE 3/8"" X 1/4"""
16361,"CAMPANA NIPLE 3/8"" X 3/8"""
16362,"CODO ESTUFA 3/8"" X 3/8"""
16363,LLAVE D/NARIZ NACOBRE 1/2
16364,LLAVE DE T/ALTO DE 1/2 NACOBRE 
16159,ABRAZADERA SIN FIN No. 4
16356,"TEE HID. P/CEM. 3/4"""
16265,"CODO GALV. 90 X 1/2"""
16343,"TUERCA UNION GALV. 1/2"""
16341,"TUBO GALV. 3/4"""
16319,"RED. BUSHING GALV. 3/4"" X 1/2"""
16320,"RED. BUSHING GALV. 3/4"" X 1/4"""
16321,"RED. BUSHING GALV. 3/8"" X 1/4"""
16323,"RED. CAMPANA GALV. 1 1/2"" X 1 1/4"""
16324,"RED. CAMPANA GALV. 1 1/4"" X 3/4"""
16325,"RED. CAMPANA GALV. 2"" X 1 1/2"""
16326,"RED. CAMPANA GALV. 2"" X 3/4"""
16327,"RED. CAMPANA GALV. 3/4"" X 1/2"""
16328,"TAPON CAPA GALV. 1 1/4"""
16342,"TUERCA UNION GALV. 1 1/4"""
16329,"TAPON CAPA GALV. 1"""
16331,"TAPON CAPA GALV. 2"""
16332,"TAPON CAPA GALV. 3/4"""
16333,"TAPON MACHO GALV. 1/2"""
16335,"TAPON MACHO GALV. 3/4"""
16336,"TEE GALV. 1/2"""
16337,"TEE GALV. 3/4"""
16338,"TEE GALV. 3/8"""
16339,"TUBO GALV. 1 1/4"""
16340,"TUBO GALV. 1/2"""
16330,"TAPON CAPA GALV. 1/2"""
16264,"CODO GALV. 90 X 1 1/4"""
16316,"RED. BUSHING GALV. 1"" X 3/4"""
16261,"CODO GALV. 45 X 1/2"""
16188,VALVULA DE SERVICIO C/VENA
16190,BOYLER INSTANTANEO 6 LTS IUSA
16191,BOYLER PASO PRIMO 5 LTS IUSA
16192,BOYLER PASO PRIMO 8 LTS IUSA
16193,REGULADOR BARO 2 VIA MOD. 201
16194,TERMOPAR GREYSON
16195,TERMOPAR UÑA
16196,TERMOSTATO IUSATROL DEPOSITO
16197,TERMOSTATO SEMIAUT. P/CALENTADOR 
16186,LLAVE HAR.07 3/8 FLAIR 1/2 ROSC.
16198,QUEMADOR KALOTRON
16200,KOLA LOKA TUBO
16201,PLASTILOKA AZUL RAPIDA
16202,BOYLER LENISCO 902 JR 5LTS
16204,EXTENSION USO RUDO 6 MTS NARANJA
16205,BOQUILLA P/CILINDRO G-3 LINMEX
16206,CILINDRO DESECHABLE GAS LINMEX
16207,BOYLER MAGAMEX ARTURITO 38 LTS/ IUSA PRIMO
16208,QUEMADOR MAGAMEX DEPOSITO ANTIGUO
16209,BISAGRA MASTER CIM P/WC
16199,KOLA LOKA BROCHA
16210,CONTRA P/WC MASTER CIM
16185,LLAVE HAR.00 3/8 FLAIR 3/8 FLAIR
16183,"LLAVE ESFERA 3/4"" C/ROSC. IUSA"
16161,ABRAZADERA SIN FIN No. 8
16262,"CODO GALV. 45 X 3/4"""
16162,ABRAZADERA SIN FIN No.104
16163,ABRAZADERA UÑA 1 1/4
16164,"ABRAZADERA UÑA 2"""
16165,ABRAZADERA UÑA 3/4
16166,ABRAZADERA UÑA 3/8
16169,VALVULA DE LLENADO 1 1/4 GAS
16170,VALVULA DE LLENADO DE 3/4 GAS
16184,"LLAVE ESFERA 3/4"" SOLD. IUSA"
16171,ELECTRONIVEL INRECO
16173,"CINCEL CON GRIP 7/8 X 10"" IUSA TOTAL"
16174,CORDON POT 16 IUSA
16176,TANQUE P/GAS 10 KGS CILINDRO
16177,ACOPLADOR IUSA P/GAS 3/4
16178,LLAVE DE GLOBO 400 LBS - 3/4
16179,"LLAVE ESFERA 1 1/4"" C/ROSC. IUSA"
16180,"LLAVE ESFERA 1"" SOLD. IUSA"
16181,"LLAVE ESFERA 1/2"" C/ROSC. IUSA"
16182,"LLAVE ESFERA 1/2"" SOLD. IUSA"
16172,ARCO PROFESIONAL AJUSTABLE IUSA TOTAL
16211,"JUEGO DE HERRAJES 2"" MASTER CIM"
16189,VALVULA DE SERVICIO S/VENA
16212,"JUEGO DE HERRAJES 3"" MASTER CIM"
16238,"CODO CPVC 90 X 1"""
16239,CODO CPVC 90 X 1/2
16240,CODO CPVC 90 X 1/2 OREJA C/INS. BCE.
16241,CODO CPVC 90 X 3/4
16242,"COPLE CPVC 1"""
16243,COPLE CPVC 1/2
16244,COPLE CPVC 3/4
16245,"RED. CPVC 1 "" X 1/2"
16248,TAPON CPVC 1/2
16237,CODO CPVC 45 X 1/2
16249,TAPON CPVC 3/4
16252,TEE CPVC 1/2
16253,TEE CPVC 3/4
16254,TUBO DE CPVC 1/2 (6.0MT)
16255,TUBO DE CPVC 3/4 (6.0MT)
16256,"TUERCA UNION CPVC 1"""
16257,TUERCA UNION CPVC 1/2
16258,TUERCA UNION CPVC 3/4 
16259,VALVULA CPVC 1/2
16260,VALVULA CPVC 3/4
16251,"TEE CPVC 1"""
16236,ADAPTADOR CPVC MACHO C/INS. BCE. 3/4
16247,RED. CPVC 3/4 X 1/2  
16220,"CONTRACANASTA ""M"" MIBER"
16235,ADAPTADOR CPVC MACHO C/INS. BCE. 1/2
16214,CONTRACANASTA MIBER RECONTRA ZAMAC CRE-C
16215,BRAZO MIBER C/CHAP. AR-BC
16216,CESPOL MIBER FLEXIDESAGUE DE-FC
16217,CUELLO P/MEZC. FREG. MIBER AGF-AQCU
16219,MEZCLADORA MIBER TIPO BAR GB-MZ MEZCLOBAR
16221,CONTRACANASTA LANZAMATICA MIBER
16222,CHECK COLUMPIO MUELLER 1/2
16223,CHECK COLUMPIO MUELLER 3/4
16224,CHECK HORIZONTAL MUELLER 3/4
16226,CHECK VERTICAL MUELLER 3/4
16227,"ADAPTADOR CPVC HEMBRA 1"""
16228,ADAPTADOR CPVC HEMBRA 1/2
16229,ADAPTADOR CPVC HEMBRA 3/4
16230,ADAPTADOR CPVC HEMBRA C/INS. BCE. 1/2
16231,ADAPTADOR CPVC HEMBRA C/INS. BCE. 3/4
16232,"ADAPTADOR CPVC MACHO 1"""
16234,ADAPTADOR CPVC MACHO 3/4
16225,CHECK VERTICAL MUELLER 1/2
16213,VALVULA T/BAJO MASTER CIM
17401,"COPLE SANIT. P/CEM. 1 1/2"""
17403,"COPLE SANIT. P/CEM. 3"""
17402,"COPLE SANIT. P/CEM. 2"""
17418,"CODO P/CEM. 45 X 3"""
17399,"COPLE HID. REPARACIÓN 3"" C/ANILLO"
17398,"COPLE HID. REPARACIÓN 2"" CON ANILLO"
17404,"COPLE SANIT. P/CEM. 4"""
17397,"COPLE HID. REPARACIÓN 2 1/2"" CON ANILLO"
17400,"COPLE HID. REPARACIÓN 4"" C/ANILLO"
17405,"COPLE SANIT. P/CEM. 6"""
17417,"CODO P/CEM. 45 X 2"""
17407,TUERCA UNION HID. CEM. 1 1/4 
17408,"TUERCA UNION HID. CEM. 1"" "
17409,TUERCA UNION HID. CEM. 3/4 
17410,"ANILLO SANITARIO DE 2"""
17411,LUBRICANTE P.V.C. LTS
17412,CONO REX P/BOTE CESPOL
17413,"BOTE CESPOL UNIC. C/1 SAL. 2"""
17416,"CODO P/CEM. 45 X 1 1/2"""
17396,"COPLE HID. P/CEM. 3/4"""
17406,"COPLE SANIT. P/CEM. 8"""
17395,"COPLE HID. P/CEM. 3"""
17370,"ADAPTADOR HID. P/CEM. HEMBRA 1 1/4"""
17393,"COPLE HID. P/CEM. 2 1/2"""
17419,"CODO P/CEM. 45 X 4"""
17369,"ADAPTADOR HID. P/CEM. HEMBRA 1 1/2"""
17368,"REJILLA CROMADA 1/4 VTA. REX 4"""
17371,"ADAPTADOR HID. P/CEM. HEMBRA 1"""
17372,"ADAPTADOR HID. P/CEM. HEMBRA 2"""
17374,"ADAPTADOR HID. P/CEM. MACHO 1 1/4"""
17375,"ADAPTADOR HID. P/CEM. MACHO 1"""
17376,"ADAPTADOR HID. P/CEM. MACHO 1/2"""
17377,"ADAPTADOR HID. P/CEM. MACHO 2"""
17378,"ADAPTADOR HID. P/CEM. MACHO 3"""
17379,CAMPANA HIDRAULICA DE 2 
17381,"CODO HID. DE 2"" X 90 C/CAMP."
17382,"CODO HID. P/CEM. 45 X 1"""
17383,"CODO HID. P/CEM. 45 X 2"""
17384,"CODO HID. P/CEM. 90 X 1 1/2"""
17385,"CODO HID. P/CEM. 90 X 1"""
17386,"CODO HID. P/CEM. 90 X 2"""
17387,"CODO HID. P/CEM. 90 X 3"""
17388,"CODO HID. P/CEM. 90 X 3/4"""
17391,"COPLE HID. P/CEM. 1 1/2"""
17392,"COPLE HID. P/CEM. 1/2"""
17394,"COPLE HID. P/CEM. 2"""
17420,"CODO P/CEM. 45 X 6"""
17470,CONTRA P/LAV. RUGO FIG. 30B
17422,"CODO P/CEM. 90 X 2"""
17451,BOLA FLOTADOR ROTOPLAS No.5
17452,BOLA FLOTADOR ROTOPLAS No.7 
17453,FILTRO ROTOPLAS PASO 1
17454,MULTICONECTOR ROTOPLAST
17455,REPUESTO PASO 1 BLANCO (TINACO) ROTOPLAS
17456,TINACO ROTOPLAS 1100 LTS.
17457,VALVULA DE LLENADO ROTOPLAS 1/2
17458,VALVULA DE LLENADO ROTOPLAS 3/4
17460,CARTUCHO RUGO ANTIGUO LARGO RI-98
17461,CARTUCHO RUGO P/ENSAMBLE 98CE CUAD.
17462,CARTUCHO RUGO P/LAVABO RB-73L
17463,CARTUCHO RUGO 98CC
17464,LLAVE INSERCION ESPIGA 1/2 80-E RUGO
17465,UNION RUGO COBRE A COBRE 1/2 81-U
17466,BOTON LATERAL 60-KO RUGO
17467,BOTON LATERAL 60-PL RUGO
17468,BRAZO P/REGADERA C/CHAPETON 45 BF
17469,CHAPETON ANTIGUO KING RUGO CH-98
17472,MANERAL RUGO KING ANTIGUO GRANDE RE-13
17365,REGULADOR PRESIMEX MOD. 7000 A.P.
17474,CUBRE TALADRO 26T RUGO
17449,BOYLER RHEEM INSTANTANEO 6 LTS
17421,"CODO P/CEM. 90 X 1 1/2"""
17447,"YEE PVC P/CEM. 4"""
17445,"YEE PVC P/CEM. 2"""
17423,"CODO P/CEM. 90 X 3"""
17424,"CODO P/CEM. 90 X 4"""
17425,"CODO P/CEM. 90 X 4"" S. TRAS 2"""
17426,"CODO P/CEM. 90 X 4"" S.LAT. 2 "" TRAS."
17427,"CODO P/CEM. 90 X 4""LAT. 2"""
17429,COLADERA MULTIPLE PVC
17430,"RED. SANIT. 2"" X 1 1/2"" P/CEM."
17431,"RED. SANIT. 3"" X 2"" P/CEM."
17432,"RED. SANIT. 4"" X 2"" P/CEM."
17433,"RED. SANIT. 4"" X 3"" P/CEM."
17434,"RED. SANIT. 6"" X 4"" P/CEM."
17435,"TAPA D/INSERC. SANIT 2"" "
17436,"TAPA D/INSERC. SANIT 3"" "
17437,"TAPA D/INSERC. SANIT 4"" "
17438,"TAPA D/INSERC. SANIT 6"""
17439,"TEE P/CEMENTAR 1 1/2"" SANIT."
17440,"TEE P/CEMENTAR 2"" SANIT."
17441,"TEE P/CEMENTAR 3"" SANIT."
17442,"TEE P/CEMENTAR 4"" SANIT."
17443,"TEE P/CEMENTAR 6"" SANIT."
17444,YEE DOBLE 4 X 4  PVC CEMENTAR
17446,"YEE PVC P/CEM. 3"""
17364,FLOTADOR POLIURETANO No. 6
17263,"NIPLE TERMINAL 3/8"" X 3/8"""
17362,FLOTADOR POLIURETANO No. 4
17287,"CODO COBRE 90 X 3/4"""
17288,"CODO CRE COBRE 1/2"""
17289,"CODO CRI COBRE 1/2"""
17290,"COPLE COBRE 1 1/4"""
17291,COPLE COBRE 1/2 C/TOPE
17292,"COPLE COBRE 1/2"""
17293,"COPLE COBRE 3/4"""
17294,"COPLE CRE COBRE 1 1/4"""
17295,"COPLE CRE COBRE 1"""
17296,"COPLE CRE COBRE 1/2"""
17297,"COPLE CRE COBRE 3/4"""
17298,COPLE CRE COBRE RED. 1/2 X 3/8
17300,"COPLE CRI COBRE 1/2"""
17301,"COPLE CRI COBRE 3/4"""
17302,FLOTADOR COBRE No. 5
17303,FLOTADOR COBRE No. 8
17304,PICTEL GAS
17305,"RED. BUSHING COBRE 1"" X 1/2"""
17306,"RED. BUSHING COBRE 3/4"" X 1/2"""
17307,"RED. CAMPANA COB. 3/4""  X 1/2"""
17308,"TAPON CAPA COBRE 1/2"""
17286,"CODO COBRE 90 X 1/2"""
17309,"TEE COBRE 1"""
17285,"CODO COBRE 90 X 1"""
17283,CODO COBRE 45 X 1/2
17478,CAMPANA SANAIRE ESM.0.76 NEGRO
17259,LLAVE ESFERA COMPRESION 1/2 NACOBRE
17260,NIPLE TERMINAL 1/4 X 1/2 NPT SOLD
17261,"NIPLE TERMINAL 1/4"" X 3/8"""
17262,"NIPLE TERMINAL 3/8"" X 1/2"""
17264,"NIPLE UNION 1/4"""
17265,"NIPLE UNION 3/8"""
17266,"PUNTA POOL C/ROSCA CORTO 1/4"""
17267,PUNTA POOL LARGA C/ROSCA
17268,"TUERCA CONICA GAS 1/2 """
17269,"TUERCA CONICA GAS 3/8"""
17270,"TUERCA CONICA GAS 5/16"""
17271,"TUERCA CONICA RED. 3/8"" X 1/4"""
17272,TUERCA IZQUIERDA P/PICTEL NACOBRE
17273,TUERCA LOCA 3/8 P/GAS
17274,"TUERCA MACHO P/BARRIL 1/4"""
17276,VALVULA ANGULAR C/BARRIL NACOBRE
17277,VALVULA ANGULAR C/ROSCA NACOBRE
17278,VALVULA DE PASO VAFF 3/8 X 3/8 AGUJA A.P
17281,"CODO COBRE 45 X 1 1/4"""
17282,"CODO COBRE 45 X 1"""
17284,CODO COBRE 45 X 3/4
17363,FLOTADOR POLIURETANO No. 5
17310,"TEE COBRE 1/2"""
17312,"TEE CRI CENTRO COB. 1/2"""
17340,SOLDADURA OMEGA 95 X 5
17341,PEGAMENTO PITBULL 125 GR. AZUL OMEGA
17342,PEGAMENTO PITBULL 250 GR. AZUL OMEGA
17343,PEGAMENTO PITBULL 500 GR. AZUL OMEGA 
17344,BOMBA PRESURISADORA ORANGE 1/3 HP 2 SERVICIOS
17345,LAVABO ORION COSMOS BLANCO
17346,"LLAVE ESFERA CEM. PVC 2"""
17347,LLAVE ESFERA CEM. PVC 3/4
17348,LLAVE ESFERA ROSC. PVC 1/2
17349,LLAVE ESFERA ROSC. PVC 3/4
17350,VALVULA ANTIRETORNO PCP 4
17351,CARTUCHO PEGAMENTO NO MAS CLAVOS PENS
17352,CARTUCHO DE SILICON PEPE NEGRO
17353,CARTUCHO SILICON ANTIHONGOS BLANCO
17354,CARTUCHO SILICON ANTIHONGOS TRANSPARENTE
17355,CARTUCHO SILICON PEPE TRANSP.
17356,TUBO SILICON 125 GR. ANTIHONGOS
17357,TUBO SILICON 75 GR. PENS
17358,SELLADOR PERMATEX 51-H 120 GR
17359,SELLADOR PERMATEX CAB. INDIO 56 GR
17361,MUEBLE CON LAVABO MANOLIN 36 X 36
17339,SOLDADURA OMEGA 50 X 50
17311,"TEE COBRE 3/4"""
17338,CARRETE SOL. OMEGA 50 X 50
17335,REGULADOR 2 VIAS NACOBRE RN-2AE
17314,TEE RED. COB. 3/4 X 3/4 X 1/2
17315,"TEE TERMINAL CENT. 3/8"""
17316,"TEE UNION GAS 3/8"""
17317,TOBERA PARA COMAL 3/4
17318,TUBO COBRE T-L 1/2
17319,"TUBO COBRE T-M 1 1/4"""
17320,"TUBO COBRE T-M 1"""
17321,"TUBO COBRE T-M 1/2"""
17322,"TUBO COBRE T-M 3/4"""
17323,"TUBO FLEXIBLE COB. 1/2"""
17324,"TUBO FLEXIBLE COB. 1/4"""
17325,TUBO FLEXIBLE COB. 3/16
17326,"TUBO FLEXIBLE COB. 3/8"""
17327,"TUBO FLEXIBLE COB. 5/16"""
17328,"TUERCA UNION COB. 1 1/4"""
17329,"TUERCA UNION COB. 1/2"""
17330,"TUERCA UNION COB. 3/4"""
17331,"YEE COBRE 3/4"""
17332,REGADERA DE TELEFONO NACOBRE RN-4004E
17333,REGULADOR 1 VIA C/MAN. NACOBRE RN-1PME
17334,REGULADOR 1 VIA NACOBRE RN-1AE
17336,SEGUETA NICHOLSON BI METAL
17479,BOQUILLA P/CILINDRO No. 4 SERVICOL
17690,RONDANA URREA CARTUCHO 312
17483,BOMBA SIEMENS 1/4 HP NACIONAL
17622,CALENTADOR DE CUBETA 20 LTS ALUMINIO
17623,"LLAVE PLOMERO TRUPER 12"" LLAP-12"
17624,CORTADOR P/TUBO DE COBRE COT-30
17625,CONECTOR Y METALICO TRUPER AD-2
17626,TUERCA UNION PLUS 1/2 (20MM)
17627,"TUERCA UNION PLUS 1/2"" (20MM) PLASTICA"
17628,TUERCA UNION PLUS 3/4 (25MM)
17629,TUERCA UNION PLUS BRIDA 1 1/4 (40 MM)
17630,DADOS PLUS 3/4 (25 MM)
17631,LLAVE EMPOTRAR P/REGADERA PLUS 1/2
17632,"ADAPTADOR PLUS HEMBRA 1 1/4"""
17633,"ADAPTADOR PLUS HEMBRA 1/2"""
17634,"ADAPTADOR PLUS HEMBRA 3/4"""
17635,"ADAPTADOR PLUS MACHO 1/2"""
17636,"ADAPTADOR PLUS MACHO 3/4"""
17638,CODO PLUS 45 X 3/4
17639,CODO PLUS 90 X 1/2
17640,CODO PLUS 90 X 3/4
17641,CODO PLUS HEMBRA 1/2 (20 MM)
17642,CODO PLUS HEMBRA 3/4 (25 MM)
17643,CODO PLUS MACHO 1/2 (20 MM)
17621,TANQUE P/GAS 20 KGS CILINDRO
17644,CODO PLUS MACHO 3/4 (25 MM)
17620,PEGAMENTO TANGIT ROSA 500 GR.
17618,PEGAMENTO TANGIT ROSA 240 GR.
17593,MANGUERA AMARILLA 3/8 X 3 MTS C/REGULADOR
17594,MANGUERA PARA NIVEL 1/4
17595,MANGUERA TRAMADA VERDE 1/2
17596,MANGUERA TRAMADA VERDE 3/4
17597,PERILLA BAQUELITA
17598,"POLIDUCTO 1 1/2"" C-40 (38 MM)"
17599,"POLIDUCTO 1"" C-40 (25 MM)"
17600,POLIDUCTO 1/2 REFORZADO C-80 (13MM)
17601,POLIDUCTO 3/4 C-40 (19 MM)
17602,TAPA PARA TINACO CON ARILLO
17605,"TEE PVC HID 2"" CON CAMPANA"
17606,GUANTE NEGROS NITRILO
17607,YESO
17608,CUBIERTA SINKPRO TEM-8051 80CM 1TAR. 1 ESC. IZQUIERDO
17610,CONECTOR MOVIBLE BRONCE 1/2 
17611,CONECTOR MOVIBLE BRONCE 3/4
17613,KIT EMPAQUES CALENTADOR SOLAR
17614,BARRA D/MAGNESIO P/CALENTADOR SOLAR 
17615,TUBO P/CALENTADOR SOLAR 
17616,FLOTADOR ELECTRICO SQUARED 
17617,THINER ESTÁNDAR
17619,PEGAMENTO TANGIT ROSA 50 GR.
17592,MANGUERA AHULADA AZUL  3/4
17645,"COPLE PLUS 1"" (32MM) "
17647,COPLE PLUS 3/4 (25MM)
17679,MANERAL URREA QUEEN C/CHAPETON GDE
17680,MANERAL URREA QUEEN S/CHAPETON GDE
17681,MEZCLADORA URREA P/FREGADERO 318 QC
17682,CESPOL URREA P/LAV. FIG. 3721
17683,REGADERA URREA FIG. 3001-B 
17684,CESPOL URREA BOTE FIG. 3732
17685,CESPOL URREA DOBLE P/FREG. FIG.3734
17686,CESPOL URREA P/LAV. FIG. 3702
17687,CESPOL URREA P/LAV. FIG. 3711
17688,CESPOL URREA P/LAV. FIG. 3712
17689,DISCO URREA DURO P/REG. R207025
17258,LLAVE DE T/ALTO DE 1/2 NACOBRE 
17691,ASIENTO VICAR MD. 91 BLANCO
17692,ASIENTO VICAR MD. 92 BLANCO
17693,ASIENTO VICAR MD. 96 BLANCO
17694,ASIENTO VICAR MD. 98 BLANCO
17695,GOZNE TORN. 101/104 BOLSA NATURAL
17696,PERA BISAGRA AQUAZALVO ZAKANY
17697,"TAQUETE PLASTICO 1/4"" "
17698,"TAQUETE PLASTICO 3/8"" "
17699,"TAQUETE PLASTICO 5/16"" "
17678,MANERAL URREA KING GDE
17646,COPLE PLUS 1/2 (20MM)
17677,MANERAL URREA CHICO QUEEN
17674,LLAVE ESFERA 565 ROSCABLE 3/4 URREA
17648,RED. PLUS 3/4 X 1/2 (25 X 20 MM)
17649,TAPON PLUS 1/2 (20 MM)
17650,TAPON PLUS 3/4 (25 MM)
17651,TEE PLUS 1/2 (20 MM)
17652,TEE PLUS 3/4 (25 MM)
17653,TUBO PLUS 1/2 (20 MM) 
17654,TUBO PLUS 3/4 (25 MM)
17655,"TUERCA UNION PLUS 1"" (32MM)"
17656,VALVULA ESF. PLUS 1/2 (20 MM)
17657,VALVULA ESF. PLUS 3/4 (25 MM)
17658,MASKING TAPE MEDIANO 18 X 50
17661,CARTUCHO URREA R470078
17662,CARTUCHO URREA R470082
17665,"LLAVE D/GLOBO FIG. 65 1/2"" URREA"
17666,"LLAVE D/NARIZ FIG. 19-N 1/2"" URREA"
17667,LLAVE D/NARIZ URREA 21.13
17668,LLAVE D/NARIZ URREA LMCO1.13 
17670,LLAVE DE T/BAJO 05N 1/2 URREA
17671,LLAVE EMPOTRAR P/REG. 52 URREA ROSC.
17672,LLAVE EMPOTRAR P/REG. 652 URREA SOLD.
17673,LLAVE ESFERA 565 ROSCABLE 1/2 URREA
17675,"LLAVE T/ALTO FIG. 04-N 1/2"""
17482,BOMBA SIEMENS 1/2 HP NACIONAL
17591,MANGUERA AHULADA AZUL  1/2
17589,MANGUERA 3/8 X 4 MTS NEGRA A.P
17511,ESPREA QUEMADOR DE 1/4
17512,EXTENSION P/CHAPEON URREA URREA
17513,EXTENSION P/MANERAL URREA LARGA
17514,EXTENSION P/MANERAL.URREA
17515,JUEGO DE BALANCIN
17516,PIJA P/WC BRONCE
17517,RED. P/ TERMOSTATO
17518,REGADERA FIJA DE 4 X 1/2 BRONCE
17519,REGADERA FIJA DE 6 X 1/2 BRONCE 
17520,TEE BRONCE 1/2 UNIDOR
17521,TUERCA PLANA P/LAVABO
17522,VALVULA DE ALIVIO 1/2
17523,VALVULA PARA COMAL A.P. 
17524,VALVULA PARA ESTUFON A.P.  V.CORTO
17525,VARILLA P/FLOTADOR CHICA
17526,VARILLA P/FLOTADOR MEDIANA
17528,FILTRO DE CARBON ACTIVADO 78 X 38
17529,CEMENTO BLANCO
17530,LAVADERO C/PILETA  DE CEM. 75 X 73 CM
17531,LAVADERO C/PILETA  DE CEM. COBIJERO 90 X 90 CM
17532,LAVADERO C/PILETA  DE CEM. INF. 60X60
17510,COPLE UNION FLARE 3/8
17533,LAVADERO C/PILETA DE CEM. 80 X 65 CM DERECHA
17508,BARRIL PARA GAS 1/4
17506,ADAPTADOR UNIDOR BRONCE DE 1/2
17484,PASTA PARA SOLDAR  75 GRS.
17485,PASTA PARA SOLDAR 500 GRS.
17486,PEGAMENTO SILER 225 GR. P/PVC
17487,PEGAMENTO SILER 480 GR. P/PVC
17488,PEGAMENTO SILER 60 GR. P/PVC
17489,SELLADOR SILER 125 GR
17490,BASE PARA BOYLER DE ANGULO
17491,CARATULA P/FLOTADOR DE ESTACIONARIO
17492,PIJA FIJADORA 10 X 32
17493,PIJA FIJADORA 10 X 38
17494,PIJA FIJADORA 10 X 50
17495,PIJA FIJADORA 12 X 32
17496,PIJA FIJADORA 8 X 38
17498,"REGISTRO 60 X 40 ANGULO 1 """
17499,ACIDO MURIATICO 1 LT
17500,QUEMADOR DE ALUMIO C/TOBERA 3/4
17501,TUERCA CONTRACANASTA GRANDE CON EMPAQUE
17502,ADAPTADOR ESPIGA BRONCE 1/2
17503,ADAPTADOR ESPIGA BRONCE 1/4
17504,ADAPTADOR ESPIGA BRONCE 3/4
17505,ADAPTADOR HEMBRA BRONCE DE 1/2
17507,ADAPTADOR UNIDOR BRONCE DE 3/4
17590,MANGUERA 3/8 X 5 MTS NEGRA A.P
17534,LAVADERO S/PILETA  DE CEM. 85 X 55 CM
17536,JUNTA PROEL S/CONO
17566,MANGUERA NEGRA GAS 2MTS C/REGULADOR
17567,MANGUERA NEGRA GAS 3MTS C/REGULADOR
17568,COLADERA 15 X 15  C/TRAMPA INOX
17569,REJILLA P/BOTE CESPOL DE TORNILLOS 
17570,CASQUILLO DE LAMINA 4
17571,CODO DE LAMINA 45 X 4
17572,CODO DE LAMINA 90 X 4
17573,QUEMADOR ESTRELLA  15CM
17575,ROMPELLAMAS P/QUEMADOR
17576,SOMBRERO DE LAMINA 4
17577,SOPORTE P/LAV. LAMINA JGO
17578,SOPORTE UNIV. P/LAVABO ALUMINO 
17579,TUBOS DE LAMINA 4
17580,TUBOS DE LAMINA 6
17582,TUERCA P/CUELLO FREGADERO 
17583,TERMOPAR C/ENCENDIDO ELECTRONICO
17584,ADAPTADOR P/LAVADERO C/CONTRA 
17585,"BRIDA PARA TINACO 1 1/2"""
17586,CLAVIJA CONVERTIDOR NARANJA TP1024
17587,MANGUERA 3/8 X 2 MTS NEGRA A.P.
17588,MANGUERA 3/8 X 3 MTS NEGRA A.P.
17565,KIT EMPAQUES REGADERA
17535,JUNTA PROEL C/CONO
17564,KIT EMPAQUES LLAVE NARIZ
17562,KIT EMPAQUES CUELLO MEZC.
17537,LAVABO ESQUINERO
17538,LAVABO INFANTIL
17539,CARTUCHO GALGO P/REG. IDEAL ESTÁNDAR
17540,TUERCA CONTRACANASTA GRANDE CON EMPAQUE
17541,BOLSA ESTOPA BLANCA
17542,COLADERA FOFO 15 X 15 ECO
17543,COLADERA FOFO 20 X 20 ECO
17544,HILO GRAFITADO
17545,LAVADERO C/PILETA  DE GRANITO INF. 72 X 62CM
17546,LAVADERO C/PILETA  DE GRANITO. 76 X 72CM
17547,CONECTOR HULE 1 1/2 X 1 1/4
17548,CONECTOR HULE 2 X 1 1/2
17549,CONECTOR HULE 2 X 1 1/4
17551,EMPAQUE 02 CONICO P/LLAVE
17552,EMPAQUE 06 PLANO 3/4 P/VASTAGO
17553,EMPAQUE 12 ORING NEOPRENO 110
17554,EMPAQUE 14 ORING NEOPRENO 112
17555,EMPAQUE 19 CONECTOR DE LLAVE NARIZ
17557,EMPAQUE 34 ACOPLAR WC
17558,"EMPAQUE ACOPLAR WC 3"""
17560,EMPAQUE PARA BRIDA DE 2
17563,KIT EMPAQUES LLAVE 1/4 VTA.
17257,LLAVE D/NARIZ NACOBRE 1/2
17663,CHECK HORIZONTAL URREA 03T.19
17255,CAMPANA SOLD. 3/8 X 1/2 GAS
16938,VALVULA FLARE 3/8 DURMAN GAS
16939,TUBO P/GAS AMAR. 3/8 DURMAN
16940,CUBIERTA EB MD. M-102 80CM 1 TAR. 1 ESC.
16941,CUBIERTA EB MD. M-110-19 80CM 2 TAR.
16942,CUBIERTA EB MD. M-202 1MT 1 TAR. 1 ESC.
